timestamp,type,track_id,zone_name,centroid_x,centroid_y
1767606821.6634378,RUN,5,,1771.0181,937.05164
1767606821.6634378,RUN,6,,844.2462,996.0773
1767606821.663436,VIOLENCE,-1,91.1%,1366.0,720.0
1767606821.771655,RUN,1,,1771.478,716.97546
1767606821.771655,RUN,3,,1015.27264,944.78296
1767606821.771655,RUN,5,,1771.0181,937.05164
1767606821.771655,RUN,6,,844.2462,996.0773
1767606821.8656201,RUN,1,,1789.7981,716.5066
1767606821.8656201,RUN,3,,987.2428,953.08997
1767606821.8656201,RUN,5,,1771.0181,937.05164
1767606821.956261,RUN,1,,1769.676,719.3924
1767606821.956261,RUN,3,,1042.8679,962.10187
1767606821.956261,RUN,5,,1771.0181,937.05164
1767606822.0473301,RUN,1,,1808.6509,730.0039
1767606822.0473301,RUN,2,,1005.9669,973.79407
1767606822.0473301,RUN,3,,1119.2511,971.33844
1767606822.0473301,RUN,5,,1771.0181,937.05164
1767606822.1435606,RUN,1,,1762.5667,740.3617
1767606822.1435606,RUN,2,,1005.9669,973.79407
1767606822.1435606,RUN,3,,1078.8578,973.8339
1767606822.1435592,VIOLENCE,-1,89.8%,1366.0,720.0
1767606822.25713,RUN,1,,1827.155,743.59186
1767606822.25713,RUN,2,,1005.9669,973.79407
1767606822.25713,RUN,3,,1075.5989,975.8804
1767606822.351328,RUN,1,,1832.3641,740.8113
1767606822.351328,RUN,2,,965.71594,988.57794
1767606822.351328,RUN,3,,1094.8907,975.7187
1767606822.351328,RUN,6,,959.26483,978.7616
1767606822.351327,VIOLENCE,-1,88.3%,1366.0,720.0
1767606822.4519813,RUN,1,,1810.4656,744.4979
1767606822.4519813,RUN,2,,976.6125,969.26636
1767606822.4519813,RUN,3,,1104.7517,974.86865
1767606822.4519813,RUN,6,,976.22156,957.6979
1767606822.5427933,RUN,1,,1814.1893,735.80396
1767606822.5427933,RUN,2,,976.6125,969.26636
1767606822.5427933,RUN,3,,1166.8872,989.60205
1767606822.5427933,RUN,6,,973.4102,955.57715
1767606822.6317003,RUN,1,,1816.4154,727.93884
1767606822.6317003,RUN,2,,976.6125,969.26636
1767606822.6317003,RUN,3,,1166.8872,989.60205
1767606822.6317003,RUN,6,,985.39307,925.4718
1767606822.631698,VIOLENCE,-1,88.2%,1366.0,720.0
1767606822.7487855,RUN,1,,1819.0271,721.441
1767606822.7487855,RUN,2,,1003.321,884.2027
1767606822.7487855,RUN,3,,1205.8263,942.9371
1767606822.7487855,RUN,6,,997.4461,898.45624
1767606822.7487838,VIOLENCE,-1,95.2%,1366.0,720.0
1767606822.8403177,RUN,1,,1838.6926,719.24457
1767606822.8403177,RUN,2,,1013.00134,868.5987
1767606822.8403177,RUN,3,,1214.5269,919.4321
1767606822.8403177,RUN,6,,997.4461,898.45624
1767606822.8403165,VIOLENCE,-1,88.1%,1366.0,720.0
1767606822.9362693,RUN,1,,1898.1057,716.4651
1767606822.9362693,RUN,2,,1033.0972,812.9535
1767606822.9362693,RUN,3,,1230.6224,914.54224
1767606822.9362693,RUN,6,,997.4461,898.45624
1767606822.9362676,VIOLENCE,-1,89.1%,1366.0,720.0
1767606823.0215478,RUN,1,,1867.0242,714.15027
1767606823.0215478,RUN,2,,1033.0972,812.9535
1767606823.0215478,RUN,3,,1156.7905,898.50244
1767606823.0215478,RUN,6,,997.4461,898.45624
1767606823.0215461,VIOLENCE,-1,98.9%,1366.0,720.0
1767606823.1105683,RUN,1,,1872.178,710.681
1767606823.1105683,RUN,2,,1033.0972,812.9535
1767606823.1105683,RUN,3,,1157.8663,882.5057
1767606823.1105683,RUN,6,,997.4461,898.45624
1767606823.1105669,VIOLENCE,-1,97.5%,1366.0,720.0
1767606823.1936932,RUN,1,,1826.4,712.0808
1767606823.1936932,RUN,2,,1033.0972,812.9535
1767606823.1936932,RUN,3,,1165.0669,867.86084
1767606823.1936917,VIOLENCE,-1,98.9%,1366.0,720.0
1767606823.2672942,RUN,1,,1787.623,712.8568
1767606823.2672942,RUN,2,,1033.0972,812.9535
1767606823.2672942,RUN,3,,1181.0239,853.4806
1767606823.267288,VIOLENCE,-1,98.1%,1366.0,720.0
1767606823.3555088,RUN,1,,1797.6079,710.3293
1767606823.3555088,RUN,3,,1181.0239,853.4806
1767606823.3555071,VIOLENCE,-1,99.3%,1366.0,720.0
1767606823.4489896,RUN,1,,1773.6448,710.06775
1767606823.4489896,RUN,3,,1181.0239,853.4806
1767606823.4489882,VIOLENCE,-1,97.3%,1366.0,720.0
1767606823.5297377,RUN,1,,1761.2136,822.15625
1767606823.5297377,RUN,3,,1065.8729,824.9986
1767606823.5297363,VIOLENCE,-1,99.6%,1366.0,720.0
1767606823.610281,RUN,1,,1752.7021,795.39844
1767606823.610281,RUN,3,,1065.8729,824.9986
1767606823.6102793,VIOLENCE,-1,95.5%,1366.0,720.0
1767606823.704241,RUN,1,,1732.3093,821.66376
1767606823.704241,RUN,3,,1065.8729,824.9986
1767606823.7884831,RUN,1,,1680.5411,735.5463
1767606823.7884831,RUN,3,,1042.8792,625.7949
1767606823.867133,RUN,1,,1637.769,717.6765
1767606823.867133,RUN,3,,1065.8081,613.5168
1767606823.9632146,RUN,1,,1616.3584,714.9291
1767606823.9632146,RUN,3,,1098.0237,612.4019
1767606823.963213,VIOLENCE,-1,93.7%,1366.0,720.0
1767606824.060878,RUN,1,,1600.5732,803.0482
1767606824.060878,RUN,3,,1103.9933,618.44226
1767606824.0608764,VIOLENCE,-1,92.0%,1366.0,720.0
1767606824.1442533,RUN,1,,1593.2708,804.5459
1767606824.1442533,RUN,3,,1103.9933,618.44226
1767606824.1442513,VIOLENCE,-1,97.4%,1366.0,720.0
1767606824.2332215,RUN,1,,1582.7854,717.84174
1767606824.2332215,RUN,3,,1103.9933,618.44226
1767606824.23322,VIOLENCE,-1,98.9%,1366.0,720.0
1767606824.3169112,RUN,1,,1574.0726,715.3323
1767606824.3169112,RUN,3,,1103.9933,618.44226
1767606824.3169098,VIOLENCE,-1,95.0%,1366.0,720.0
1767606824.4061475,RUN,1,,1572.5015,712.55493
1767606824.4061458,VIOLENCE,-1,99.0%,1366.0,720.0
1767606824.4789662,RUN,1,,1574.7646,710.5912
1767606824.478965,VIOLENCE,-1,99.6%,1366.0,720.0
1767606824.5673797,RUN,1,,1568.0002,711.5071
1767606824.5673785,VIOLENCE,-1,99.4%,1366.0,720.0
1767606824.6506176,RUN,1,,1558.0927,710.8912
1767606824.6506157,VIOLENCE,-1,99.8%,1366.0,720.0
1767606824.7359407,RUN,1,,1550.27,708.9148
1767606824.7359407,RUN,3,,939.8983,538.71063
1767606824.735939,VIOLENCE,-1,99.5%,1366.0,720.0
1767606824.8214664,RUN,1,,1550.4678,709.8941
1767606824.8214664,RUN,3,,939.8983,538.71063
1767606824.8214648,VIOLENCE,-1,96.4%,1366.0,720.0
1767606824.899246,RUN,1,,1557.7549,711.1598
1767606824.899246,RUN,3,,939.8983,538.71063
1767606824.9865384,RUN,1,,1570.5266,716.0879
1767606824.9865384,RUN,3,,939.8983,538.71063
1767606825.1002002,RUN,1,,1572.7744,715.11395
1767606825.1002002,RUN,3,,1059.8463,509.99057
1767606825.195749,RUN,1,,1568.971,713.39343
1767606825.195749,RUN,3,,1059.8463,509.99057
1767606825.287891,RUN,1,,1588.2969,713.8007
1767606825.287891,RUN,3,,1059.8463,509.99057
1767606825.3775656,RUN,1,,1591.4641,713.3961
1767606825.3775656,RUN,3,,1059.8463,509.99057
1767606825.4650009,RUN,1,,1672.7103,716.3315
1767606825.4650009,RUN,3,,1059.8463,509.99057
1767606825.5537577,RUN,1,,1681.3553,715.924
1767606825.646589,RUN,1,,1683.4155,712.5534
1767606825.7384157,RUN,1,,1717.1945,710.93634
1767606825.807875,RUN,1,,1722.1417,715.5497
1767606825.8849118,RUN,1,,1684.0912,717.617
1767606825.9717,RUN,1,,1737.4049,715.0302
1767606826.0597463,RUN,1,,1725.2229,717.73724
1767606826.15224,RUN,1,,1753.1738,716.64984
1767606826.1522381,VIOLENCE,-1,93.9%,1366.0,720.0
1767606826.2704241,RUN,1,,1835.5314,712.14355
1767606826.2704241,RUN,12,,1079.3274,850.0244
1767606826.2704227,VIOLENCE,-1,98.4%,1366.0,720.0
1767606826.3620012,RUN,1,,1832.1351,712.2996
1767606826.3620012,RUN,12,,1104.9146,840.56775
1767606826.3619995,VIOLENCE,-1,98.7%,1366.0,720.0
1767606826.4505298,RUN,1,,1774.3269,711.8274
1767606826.4505298,RUN,12,,1126.0133,791.1236
1767606826.450528,VIOLENCE,-1,94.8%,1366.0,720.0
1767606826.535418,RUN,1,,1806.7162,712.07983
1767606826.535418,RUN,12,,1138.1089,780.9241
1767606826.5354168,VIOLENCE,-1,92.4%,1366.0,720.0
1767606826.6163626,RUN,1,,1785.826,714.8131
1767606826.6163626,RUN,12,,1156.8275,800.16974
1767606826.616361,VIOLENCE,-1,96.9%,1366.0,720.0
1767606826.7056632,RUN,1,,1915.3538,710.3998
1767606826.7056632,RUN,12,,1147.5509,807.3846
1767606826.7056618,VIOLENCE,-1,89.4%,1366.0,720.0
1767606826.7968183,RUN,1,,1916.779,711.4505
1767606826.7968183,RUN,12,,1148.3036,792.31274
1767606826.7968168,VIOLENCE,-1,91.9%,1366.0,720.0
1767606826.870942,RUN,1,,1797.026,712.9221
1767606826.870942,RUN,12,,1279.3049,753.34247
1767606826.9466262,RUN,1,,1802.1458,712.4995
1767606826.9466262,RUN,12,,1162.4274,774.7265
1767606827.0320144,RUN,1,,1896.7935,712.7741
1767606827.0320144,RUN,10,,758.8169,547.3558
1767606827.0320144,RUN,12,,1166.5435,765.6671
1767606827.115391,RUN,1,,1911.5149,710.0728
1767606827.115391,RUN,10,,758.8169,547.3558
1767606827.115391,RUN,12,,1110.7278,755.79004
1767606827.199463,RUN,1,,1893.7334,714.9505
1767606827.199463,RUN,10,,758.8169,547.3558
1767606827.199463,RUN,12,,1128.3033,748.0125
1767606827.2893856,RUN,1,,1920.06,718.01215
1767606827.2893856,RUN,10,,758.8169,547.3558
1767606827.2893856,RUN,12,,1130.339,740.9607
1767606827.3872464,RUN,1,,1918.8374,719.0866
1767606827.3872464,RUN,10,,758.8169,547.3558
1767606827.3872464,RUN,12,,1139.2888,737.9489
1767606827.4875731,RUN,1,,1883.2008,714.08844
1767606827.4875731,RUN,12,,1134.2329,731.9565
1767606827.5903647,RUN,1,,1721.7814,711.0267
1767606827.5903647,RUN,9,,886.16486,622.9249
1767606827.5903647,RUN,12,,1161.1628,727.1142
1767606827.693467,RUN,1,,1727.2572,709.2693
1767606827.693467,RUN,9,,886.16486,622.9249
1767606827.693467,RUN,12,,1209.6573,725.6034
1767606827.7865033,RUN,1,,1754.3551,709.9164
1767606827.7865033,RUN,9,,886.16486,622.9249
1767606827.7865033,RUN,12,,1205.2505,722.62854
1767606827.786502,VIOLENCE,-1,97.9%,1366.0,720.0
1767606827.9017024,RUN,1,,1755.8584,713.75653
1767606827.9017024,RUN,9,,886.16486,622.9249
1767606827.9017024,RUN,12,,1201.3076,722.1849
1767606827.977344,RUN,1,,1760.6663,708.37604
1767606827.977344,RUN,9,,886.16486,622.9249
1767606827.977344,RUN,12,,1249.1567,718.6006
1767606827.9773426,VIOLENCE,-1,95.7%,1366.0,720.0
1767606828.083018,RUN,1,,1787.8452,715.02405
1767606828.083018,RUN,12,,1191.8141,717.81757
1767606828.0830164,VIOLENCE,-1,93.9%,1366.0,720.0
1767606828.170282,RUN,1,,1785.0933,716.3006
1767606828.170282,RUN,12,,1210.4386,718.66187
1767606828.1702807,VIOLENCE,-1,88.1%,1366.0,720.0
1767606828.267428,RUN,1,,1790.4161,715.5271
1767606828.267428,RUN,12,,1379.1088,719.4477
1767606828.267426,VIOLENCE,-1,93.0%,1366.0,720.0
1767606828.3756626,RUN,1,,1803.1471,713.1146
1767606828.3756626,RUN,12,,1379.1088,719.4477
1767606828.3756611,VIOLENCE,-1,85.2%,1366.0,720.0
1767606828.476663,RUN,1,,1816.0585,707.6756
1767606828.476663,RUN,12,,1222.7109,712.0432
1767606828.4766614,VIOLENCE,-1,87.3%,1366.0,720.0
1767606828.5554762,RUN,1,,1834.7461,707.838
1767606828.5554762,RUN,12,,1224.499,710.7911
1767606828.555475,VIOLENCE,-1,94.2%,1366.0,720.0
1767606828.6407664,RUN,1,,1972.2142,710.55707
1767606828.6407664,RUN,12,,1224.7943,715.30554
1767606828.7239594,RUN,1,,1840.934,709.4728
1767606828.7239594,RUN,12,,1229.7673,717.32074
1767606828.7239594,RUN,13,,1073.1675,624.4323
1767606828.7239583,VIOLENCE,-1,88.2%,1366.0,720.0
1767606828.823111,RUN,1,,1888.0034,709.55865
1767606828.823111,RUN,12,,1232.4219,726.0113
1767606828.823111,RUN,13,,1144.8972,499.0986
1767606828.8231099,VIOLENCE,-1,93.3%,1366.0,720.0
1767606828.8943665,RUN,1,,1863.2833,710.68744
1767606828.8943665,RUN,12,,1228.5442,740.1598
1767606828.8943665,RUN,13,,1141.9722,497.8899
1767606828.9725964,RUN,1,,1872.8947,709.6376
1767606828.9725964,RUN,12,,1228.5442,740.1598
1767606828.9725964,RUN,13,,1141.9722,497.8899
1767606829.0587573,RUN,1,,1840.0034,711.409
1767606829.0587573,RUN,12,,1147.6677,738.748
1767606829.0587573,RUN,13,,1126.2375,531.77496
1767606829.1468484,RUN,1,,1826.4993,712.5612
1767606829.1468484,RUN,12,,1222.0292,753.11084
1767606829.1468484,RUN,13,,1123.334,749.0459
1767606829.2362578,RUN,1,,1769.6334,713.04956
1767606829.2362578,RUN,12,,1222.0292,753.11084
1767606829.2362578,RUN,13,,1111.8782,760.3673
1767606829.3221848,RUN,1,,1746.9353,709.8249
1767606829.3221848,RUN,12,,1222.0292,753.11084
1767606829.3221848,RUN,13,,1111.8782,760.3673
1767606829.410341,RUN,1,,1728.611,710.00854
1767606829.410341,RUN,12,,1222.0292,753.11084
1767606829.410341,RUN,13,,1095.4027,509.6222
1767606829.4945009,RUN,1,,1760.7965,710.1004
1767606829.4945009,RUN,12,,1222.0292,753.11084
1767606829.4945009,RUN,13,,1095.4027,509.6222
1767606829.5820632,RUN,1,,1773.9526,714.45105
1767606829.5820632,RUN,13,,1095.4027,509.6222
1767606829.6714392,RUN,1,,1783.8529,712.66235
1767606829.6714392,RUN,13,,1095.4027,509.6222
1767606829.75835,RUN,1,,1760.4517,713.17224
1767606829.75835,RUN,13,,1095.4027,509.6222
1767606829.8410487,RUN,1,,1792.4329,713.3912
1767606829.9175384,RUN,1,,1795.866,714.0008
1767606829.9937618,RUN,1,,1773.3517,716.6797
1767606830.0879323,RUN,1,,1758.8569,716.8447
1767606830.180823,RUN,1,,1755.6084,713.50806
1767606830.2700596,RUN,1,,1735.0745,713.1448
1767606830.3557034,RUN,1,,1682.1464,713.44965
1767606830.44967,RUN,1,,1672.2131,713.7265
1767606830.541396,RUN,1,,1641.0604,713.8258
1767606830.637386,RUN,1,,1644.5814,716.0751
1767606830.7307277,RUN,1,,1621.3813,715.9362
1767606830.8297963,RUN,1,,1596.4341,716.2931
1767606830.9292753,RUN,1,,1593.2872,714.3716
1767606831.0275471,RUN,1,,1585.7971,712.96295
1767606831.1241186,RUN,1,,1573.7141,712.56305
1767606831.221445,RUN,1,,1557.1096,717.9054
1767606831.3181627,RUN,1,,1526.9004,711.59283
1767606831.4166143,RUN,1,,1530.0066,710.3937
1767606831.5142884,RUN,1,,1553.1313,713.4761
1767606831.6255634,RUN,1,,1594.7455,712.9862
1767606831.7198102,RUN,1,,1656.239,712.12067
1767606831.8154926,RUN,1,,1715.7125,711.75226
1767606831.926945,RUN,1,,1710.3997,711.67596
1767606832.040222,RUN,1,,1762.7245,712.0654
1767606832.1474507,RUN,1,,1781.6035,713.1394
1767606832.2490914,RUN,1,,1811.5853,711.1756
1767606832.3517754,RUN,1,,1820.1123,711.443
1767606832.466568,RUN,1,,1839.8982,708.21375
1767606832.5674498,RUN,1,,1794.3406,712.15405
1767606832.6762705,RUN,1,,1730.3705,713.343
1767606832.8024702,RUN,1,,1656.7054,717.36255
1767606832.9055023,RUN,1,,1544.7303,718.14453
1767606833.0198913,RUN,1,,1512.8179,714.6852
1767606833.1235797,RUN,1,,1458.3533,712.60626
1767606833.2363806,RUN,1,,1403.2897,714.2696
1767606833.347539,RUN,1,,1365.2727,712.7811
1767606833.4536366,RUN,1,,1288.8629,708.3489
1767606833.560567,RUN,1,,1224.6506,722.51807
1767606833.6656532,RUN,1,,1154.5421,716.7011
1767606833.768521,RUN,1,,1087.8468,719.91064
1767606833.8586502,RUN,1,,1014.2699,733.5451
1767606833.9523952,RUN,1,,936.0766,736.67706
1767606834.0581334,RUN,1,,873.83356,721.3744
1767606834.1657236,RUN,1,,833.927,718.73206
1767606834.2915647,RUN,1,,817.63153,716.8854
1767606834.4170082,RUN,1,,805.8128,714.3906
1767606834.5273466,RUN,1,,807.20825,712.5812
1767606834.6356218,RUN,1,,797.3873,714.69403
1767606834.7434752,RUN,1,,786.11127,721.54297
1767606834.8553143,RUN,1,,767.79266,713.883
1767606834.9693792,RUN,1,,779.36536,715.6011
1767606835.0758603,RUN,1,,790.7977,715.5476
1767606835.1858866,RUN,1,,791.8251,715.84454
1767606835.2931292,RUN,1,,785.8564,717.5928
1767606835.401838,RUN,1,,786.3396,712.91174
1767606835.5304253,RUN,1,,780.9835,714.4671
1767606835.5304253,RUN,17,,2075.0474,965.2793
1767606835.6441023,RUN,1,,788.9816,721.85693
1767606835.6441023,RUN,17,,2075.0474,965.2793
1767606835.7534313,RUN,1,,783.44617,721.25555
1767606835.7534313,RUN,17,,2075.0474,965.2793
1767606835.8624194,RUN,1,,776.3911,720.9576
1767606835.8624194,RUN,17,,2075.0474,965.2793
1767606835.9690762,RUN,1,,753.5779,723.5933
1767606835.9690762,RUN,17,,2075.0474,965.2793
1767606836.0699427,RUN,1,,788.46265,716.40796
1767606836.165031,RUN,1,,803.22644,714.61194
1767606836.269108,RUN,1,,816.1833,714.1989
1767606836.3798466,RUN,1,,824.39435,717.0925
1767606836.4906135,RUN,1,,824.3455,713.76306
1767606836.606239,RUN,1,,842.9317,715.9537
1767606836.7164655,RUN,1,,838.1903,720.945
1767606836.8221202,RUN,1,,860.8549,715.6367
1767606836.8221202,RUN,18,,2407.2866,927.2469
1767606836.9429622,RUN,1,,867.4228,715.62805
1767606836.9429622,RUN,18,,2407.2866,927.2469
1767606837.0570517,RUN,1,,684.9963,724.14044
1767606837.0570517,RUN,15,,1122.4733,715.1362
1767606837.0570517,RUN,18,,2448.7356,905.40155
1767606837.1639192,RUN,1,,687.4295,728.7656
1767606837.1639192,RUN,15,,973.7289,703.6088
1767606837.1639192,RUN,18,,2470.3376,882.9955
1767606837.2713149,RUN,1,,687.4295,728.7656
1767606837.2713149,RUN,15,,871.4605,713.13416
1767606837.2713149,RUN,18,,2470.3376,882.9955
1767606837.3887732,RUN,1,,656.3518,771.42786
1767606837.3887732,RUN,15,,867.4609,712.35803
1767606837.3887732,RUN,18,,2504.5122,862.28467
1767606837.4955425,RUN,1,,656.3518,771.42786
1767606837.4955425,RUN,15,,883.1998,716.6085
1767606837.4955425,RUN,18,,2523.204,854.5456
1767606837.6042933,RUN,1,,656.3518,771.42786
1767606837.6042933,RUN,15,,851.5497,751.996
1767606837.6042933,RUN,18,,2544.731,860.25867
1767606837.7136757,RUN,1,,656.3518,771.42786
1767606837.7136757,RUN,15,,871.23566,740.6041
1767606837.7136757,RUN,18,,2571.3557,874.55707
1767606837.8323328,RUN,1,,656.3518,771.42786
1767606837.8323328,RUN,15,,869.7618,733.2117
1767606837.8323328,RUN,18,,2594.1392,884.0559
1767606837.9458354,RUN,1,,874.5874,927.06995
1767606837.9458354,RUN,15,,856.4342,721.60657
1767606837.9458354,RUN,18,,2613.3306,893.89734
1767606838.0635657,RUN,1,,874.5874,927.06995
1767606838.0635657,RUN,15,,845.47986,717.4144
1767606838.0635657,RUN,18,,2613.3306,893.89734
1767606838.1758933,RUN,1,,1154.1484,921.6992
1767606838.1758933,RUN,15,,845.47986,717.4144
1767606838.1758933,RUN,18,,2613.3306,893.89734
1767606838.2837555,RUN,1,,1357.5822,992.52576
1767606838.2837555,RUN,15,,845.47986,717.4144
1767606838.2837555,RUN,18,,2613.3306,893.89734
1767606838.400519,RUN,1,,1394.2716,983.1639
1767606838.400519,RUN,15,,845.47986,717.4144
1767606838.5293877,RUN,1,,1442.3032,976.8067
1767606838.5293877,RUN,15,,308.6568,746.8475
1767606838.647115,RUN,1,,1400.8564,933.8645
1767606838.647115,RUN,15,,298.5075,744.2794
1767606838.7634604,RUN,1,,1386.7269,904.3817
1767606838.7634604,RUN,15,,298.5075,744.2794
1767606838.7634604,RUN,19,,672.4191,714.9487
1767606838.8999016,RUN,1,,1382.7966,916.82574
1767606838.8999016,RUN,15,,298.5075,744.2794
1767606838.8999016,RUN,19,,667.6112,712.0143
1767606839.0094883,RUN,1,,1385.8997,939.91077
1767606839.0094883,RUN,15,,298.5075,744.2794
1767606839.1219149,RUN,1,,1364.2002,929.1542
1767606839.1219149,RUN,19,,659.8311,709.4945
1767606839.241304,RUN,1,,1364.2002,929.1542
1767606839.241304,RUN,19,,852.5024,716.19366
1767606839.352468,RUN,1,,1364.2002,929.1542
1767606839.352468,RUN,19,,836.82495,716.30786
1767606839.352468,RUN,20,,1132.958,714.1689
1767606839.4765317,RUN,1,,1364.2002,929.1542
1767606839.4765317,RUN,19,,831.6037,714.6182
1767606839.4765317,RUN,20,,1132.958,714.1689
1767606839.5847301,RUN,19,,831.22577,715.49304
1767606839.5847301,RUN,20,,1132.958,714.1689
1767606839.687606,RUN,19,,826.23663,715.06195
1767606839.687606,RUN,20,,1132.958,714.1689
1767606839.7981927,RUN,19,,829.83905,715.0235
1767606839.7981927,RUN,20,,1132.958,714.1689
1767606840.044283,RUN,15,,489.671,709.8083
1767606840.1622336,RUN,15,,489.671,709.8083
1767606840.1622336,RUN,19,,813.63464,722.28094
1767606840.1622336,RUN,20,,1172.0431,769.3506
1767606840.1622336,RUN,21,,438.77856,1237.8279
1767606840.1622322,VIOLENCE,-1,98.9%,1366.0,720.0
1767606840.2942634,RUN,15,,444.69424,713.9025
1767606840.2942634,RUN,19,,828.3275,722.30054
1767606840.2942634,RUN,20,,1143.1172,728.9285
1767606840.2942634,RUN,21,,438.77856,1237.8279
1767606840.294262,VIOLENCE,-1,96.2%,1366.0,720.0
1767606840.4163187,RUN,15,,444.69424,713.9025
1767606840.4163187,RUN,19,,920.11725,728.39417
1767606840.4163187,RUN,20,,1143.1172,728.9285
1767606840.4163187,RUN,21,,438.77856,1237.8279
1767606840.4163172,VIOLENCE,-1,99.5%,1366.0,720.0
1767606840.5361738,RUN,15,,444.69424,713.9025
1767606840.5361738,RUN,19,,900.91907,730.85675
1767606840.5361738,RUN,20,,1143.1172,728.9285
1767606840.5361738,RUN,21,,438.77856,1237.8279
1767606840.5361724,VIOLENCE,-1,99.1%,1366.0,720.0
1767606840.6538525,RUN,15,,444.69424,713.9025
1767606840.6538525,RUN,19,,836.95447,746.54095
1767606840.6538525,RUN,20,,1143.1172,728.9285
1767606840.6538525,RUN,21,,438.77856,1237.8279
1767606840.6538508,VIOLENCE,-1,96.9%,1366.0,720.0
1767606840.7661178,RUN,15,,444.69424,713.9025
1767606840.7661178,RUN,19,,780.41534,754.662
1767606840.7661178,RUN,20,,1143.1172,728.9285
1767606840.7661161,VIOLENCE,-1,95.5%,1366.0,720.0
1767606840.8724246,RUN,19,,736.3723,774.74756
1767606840.872423,VIOLENCE,-1,99.6%,1366.0,720.0
1767606840.9850929,RUN,19,,727.75543,784.05035
1767606840.9850912,VIOLENCE,-1,97.7%,1366.0,720.0
1767606841.0981028,RUN,19,,712.90076,791.8643
1767606841.098101,VIOLENCE,-1,92.5%,1366.0,720.0
1767606841.2152824,RUN,19,,704.2361,800.2779
1767606841.3310692,RUN,19,,725.3753,837.75354
1767606841.4498012,RUN,15,,319.19614,696.59686
1767606841.4498012,RUN,19,,730.1937,848.807
1767606841.4498012,RUN,20,,918.39886,849.44305
1767606841.5575244,RUN,15,,323.9171,702.9979
1767606841.5575244,RUN,19,,736.0841,863.9236
1767606841.5575244,RUN,20,,923.0869,821.65796
1767606841.5575244,RUN,23,,503.48254,1084.5757
1767606841.67981,RUN,15,,334.84702,685.8999
1767606841.67981,RUN,19,,736.0841,863.9236
1767606841.67981,RUN,20,,870.9273,802.1417
1767606841.67981,RUN,23,,503.48254,1084.5757
1767606841.67981,RUN,24,,1120.4438,1111.914
1767606841.6798086,VIOLENCE,-1,91.4%,1366.0,720.0
1767606841.8064563,RUN,15,,334.84702,685.8999
1767606841.8064563,RUN,19,,748.3712,875.73315
1767606841.8064563,RUN,20,,952.98755,877.18445
1767606841.8064563,RUN,22,,127.65952,1007.753
1767606841.8064563,RUN,23,,503.48254,1084.5757
1767606841.8064563,RUN,24,,1120.4438,1111.914
1767606841.8064554,VIOLENCE,-1,98.3%,1366.0,720.0
1767606841.9126797,RUN,15,,339.88,669.4734
